esm.rowID.w1,esm.IDnum.w1,esm.startDateTime.w1,esm.endDateTime.w1,esm.PRO01.w1,esm.PRO02.w1,esm.PRO03.w1,esm.PRO04.w1,esm.PRO05.w1,esm.PRO06.w1,esm.PRO07.w1,esm.PRO08.w1,esm.PRO09.w1,esm.OR.w1,esm.NQ11.w1,esm.NQ12.w1,esm.EXT.w1,esm.AGR.w1,esm.CON.w1,esm.NEU.w1,esm.NQ01.w1,esm.BFI37.w1,esm.BFI21.w1,esm.BFI23.w1,esm.BFI09.w1,esm.NQ09.w1,esm.NQ07.w1,esm.BFI04.w1,esm.NQ33.w1,esm.BFI36.w1,esm.BFI32.w1,esm.BFI13.w1,esm.BFI19.w1,esm.BH01.w1,esm.BH02.w1,esm.ACT12.w1,esm.BH03.w1,esm.BH04.w1,esm.BH05.w1,esm.BH06.w1,esm.BH07.w1,esm.ACT13.w1,esm.ACT18.w1,esm.BH08.w1,esm.ACT06.w1,esm.ACT39.w1,esm.ST01.w1,esm.ST02.w1,esm.ST03.w1,esm.ST04.w1,esm.AGQ13.w1,esm.ST06.w1,esm.ST07.w1,esm.ERQ02.w1,esm.ST09.w1,esm.ST10.w1,esm.ST11.w1,esm.ST12.w1,esm.ST13.w1,esm.ST14.w1,esm.ST15.w1,esm.ST16.w1,esm.ST17.w1,esm.ST18.w1,esm.ST19.w1,esm.ST20.w1,esm.ST21.w1,esm.ST22.w1,esm.ST23.w1,esm.ST24.w1,esm.ERQ02.d.w1,esm.ERQ05.d.w1,esm.ERQ06.d.w1,esm.ERQ08.d.w1,esm.i1.NOM20.d.w1,esm.CESD01.w1,esm.CESD02.w1,esm.CESD03.w1,esm.CESD04.w1,esm.CESD05.w1,esm.CESD06.w1,esm.CESD07.w1,esm.CESD08.w1,esm.CESD09.w1,esm.CESD10.w1
R_1GpsxG38sCKWx0N,2,(10/18/12 15:14:48),(10/18/12 15:17:55),13,2,2,7,2,4,0,187,NA,Jogging and eating lunch.,NA,NA,4,3.5,3,2.66666666666667,4,2,2,3,3,4,5,2,2,4,3,3,3,0,0,0,0,0,0,0,0,0,0,NA,3,1,5,3,0,1,4,4,3,3,3,0,0,2,1,NA,NA,4,4,3,4,4,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_ahCLRP53hx5rDyl,2,(10/18/12 18:03:47),(10/18/12 18:04:42),13,3,3,7,3,4,0,55,NA,Cleaning my room.,NA,NA,3,NA,3,2.33333333333333,3,NA,3,3,3,4,3,3,3,3,NA,3,1,1,0,0,0,0,0,0,0,0,0,NA,NA,1,5,5,0,0,3,3,3,3,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_eh2lKTrdktM41WR,2,(10/22/12 13:37:46),(10/22/12 13:39:18),13,1,1,11,1,1,0,92,NA,In class,NA,NA,3,5,3,2.66666666666667,4,1,4,4,3,4,3,1,2,4,5,4,4,0,0,0,0,0,0,0,0,0,1,NA,1,3,5,5,0,1,5,4,4,4,3,0,0,2,1,NA,NA,3,5,3,4,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_08PV6khDRdHONgx,2,(10/23/12 12:53:06),(10/23/12 12:55:25),13,1,1,12,1,2,0,139,NA,Doing homework in my room.,NA,NA,2.5,NA,2.5,2.66666666666667,3,NA,3,4,4,2,3,3,3,2,NA,3,3,0,1,1,1,0,0,0,0,0,0,NA,NA,4,5,4,0,0,2,3,3,2,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_b8i8oOFG8dQ2YiF,4,(10/09/12 12:52:34),(10/09/12 12:55:22),29,6,NA,1,0,2,0,168,NA,surveys,NA,NA,2.5,4.5,3.5,1.66666666666667,5,1,3,3,4,4,2,2,1,2,4,4,1,0,0,0,0,1,0,1,0,0,0,NA,5,1,4,3,0,1,2,3,3,1,3,0,0,1,1,NA,NA,3,4,2,4,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_72PTdXd4JZQYQOp,4,(10/09/12 15:21:13),(10/09/12 15:24:19),29,2,2,1,1,2,0,186,NA,hanging out with my boyfriend,NA,NA,3,4,4,1,4,1,3,3,5,5,5,1,1,3,3,5,1,0,0,1,0,0,1,0,0,0,0,NA,4,1,5,5,0,1,1,5,5,1,5,1,1,1,1,saw david,nothing bad,5,5,3,5,4,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_5zFa0i5v1dmMqQ5,4,(10/09/12 18:16:20),(10/09/12 18:18:19),29,3,3,1,2,2,0,119,NA,studying and dinner,NA,NA,5,3.5,3.5,1.33333333333333,5,3,1,3,4,5,4,1,1,5,4,4,1,0,1,0,0,0,0,0,0,0,0,NA,4,1,5,4,0,1,3,5,5,3,5,0,0,4,1,NA,NA,4,5,3,1,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3IryvYTmHl7ZfO5,4,(10/10/12 12:51:15),(10/10/12 12:53:04),29,1,1,2,1,3,0,109,NA,eating lunch/taking an exam,NA,NA,4.5,3,5,2.66666666666667,5,3,1,1,2,4,4,1,1,4,3,5,3,0,1,0,0,0,1,0,0,0,1,NA,3,3,4,3,1,1,5,5,5,2,3,0,0,3,1,NA,NA,5,5,3,4,3,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_6Yz16hyTeUKnO0l,4,(10/10/12 15:06:03),(10/10/12 15:08:46),29,2,2,2,2,3,0,163,NA,watching tv,NA,NA,1,NA,2,1,5,NA,5,5,5,3,3,1,2,1,NA,3,1,1,0,1,1,0,0,0,0,0,0,NA,NA,1,5,5,0,0,1,3,3,3,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_4ZV34rY2DPPp5FX,4,(10/10/12 18:37:20),(10/10/12 18:39:04),29,3,3,2,3,3,0,104,NA,getting dinner with my boyfriend,NA,NA,3,5,3.5,1.66666666666667,3,1,3,3,5,5,5,1,1,3,5,4,3,0,0,0,0,0,0,0,0,0,0,NA,5,1,5,5,0,1,3,5,5,3,5,0,0,1,1,NA,NA,5,5,3,5,5,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_aaurA9ICIFSSxJb,4,(10/10/12 22:40:21),(10/10/12 22:42:15),29,4,4,2,4,3,0,114,NA,studying,NA,NA,3,4,4.5,1.66666666666667,5,1,3,1,3,3,3,1,1,3,3,4,1,0,1,0,0,0,0,0,0,0,0,NA,4,3,5,4,0,1,5,3,5,3,3,0,0,3,1,NA,NA,4,4,3,4,5,0,1,0,0,3,3,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_blRAJopCiRRzzGR,4,(10/11/12 12:50:59),(10/11/12 12:52:47),29,1,1,3,1,4,0,108,NA,Talking with a friend,NA,NA,4,3.5,3,2,5,2,2,3,4,4,4,1,2,4,3,3,3,0,1,0,0,0,0,0,0,0,0,NA,4,4,4,4,1,1,4,3,5,2,4,0,0,3,1,NA,NA,4,4,3,3,4,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_2nwVwB6qmM6Z9g9,4,(10/11/12 15:32:12),(10/11/12 15:35:06),29,2,2,3,2,4,0,174,NA,hanging with my boyfriend,NA,NA,5,4,3.5,1.33333333333333,5,1,1,3,4,4,4,1,1,5,3,4,1,0,0,0,0,0,0,0,0,0,0,NA,3,1,5,5,0,1,1,5,5,3,5,0,0,1,1,NA,NA,5,5,3,1,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1WX9WCezMrL23gp,4,(10/11/12 18:39:31),(10/11/12 18:42:45),29,3,3,3,3,4,0,194,NA,out with friends,NA,NA,5,3,3,1,5,3,1,3,5,5,5,1,1,5,3,3,1,0,0,0,0,0,0,0,0,0,0,NA,3,1,5,5,0,1,3,5,5,1,5,1,0,4,1,free noodles andco,NA,5,4,3,1,3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_cHKRDjqc79avlyJ,4,(10/11/12 23:22:49),(10/11/12 23:25:40),29,4,4,3,4,4,0,171,NA,homework,NA,NA,3,3,2.5,2.33333333333333,3,3,1,3,2,3,5,1,2,1,3,2,2,0,1,0,0,0,0,0,0,0,0,NA,5,1,5,3,0,1,3,3,4,3,2,0,0,1,1,NA,NA,5,5,3,3,5,0,0,0,1,1,5,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_cFSEPEE6Rupjhdz,4,(10/12/12 22:55:43),(10/12/12 22:57:21),29,4,4,4,1,5,0,98,NA,wild,NA,NA,5,3,5,1,5,3,1,1,5,5,5,1,1,5,3,5,1,0,0,1,0,0,0,0,0,0,0,NA,3,1,3,5,0,1,1,5,5,1,5,0,0,4,1,NA,NA,5,5,3,3,1,0,1,1,1,3,3,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_29NcYLM20TNq829,4,(10/14/12 19:41:27),(10/14/12 19:48:17),29,3,3,6,1,7,1,410,NA,getting dinner at the loop,NA,NA,2.5,3,2.5,3.66666666666667,4,3,3,3,2,2,3,4,3,2,3,2,3,0,0,0,0,0,0,0,0,0,0,NA,3,3,3,3,0,1,2,2,2,2,3,0,0,1,1,NA,NA,5,4,3,5,4,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_eksRcJDfOgWqThX,4,(10/15/12 15:32:56),(10/15/12 15:38:40),29,2,2,7,1,1,0,344,NA,opening a bank account,NA,NA,3,4,3,2.33333333333333,3,2,3,3,3,3,3,2,2,3,4,3,2,0,0,0,0,0,0,0,0,0,0,NA,3,3,3,3,0,1,3,3,2,4,4,0,0,1,1,NA,NA,2,3,3,3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_bDFanf7fkvCOucR,4,(10/15/12 18:34:31),(10/15/12 18:36:46),29,3,3,7,2,1,0,135,NA,eating dinner,NA,NA,4,3,3.5,3,4,3,1,3,4,4,4,5,2,3,3,4,2,0,0,0,0,0,0,0,0,0,0,NA,3,1,5,3,0,1,3,4,4,4,3,0,0,4,1,NA,NA,4,3,3,1,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3mHkNv8J1XHY0V7,4,(10/15/12 21:13:12),(10/15/12 21:13:12),29,4,4,7,3,1,0,-26,NA,homework,NA,NA,2,NA,3,2,5,NA,4,3,4,3,3,3,2,2,NA,3,1,1,1,1,1,0,0,0,1,0,0,NA,NA,2,3,4,0,0,4,2,3,5,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3,3,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_dmzttNrfoavkq4l,4,(10/16/12 17:06:44),(10/16/12 17:09:25),29,2,2,8,1,2,0,161,NA,chem lab,NA,NA,3,4,3,3.66666666666667,3,1,2,2,2,2,2,3,2,2,3,2,4,0,1,0,0,0,0,0,0,0,0,NA,2,5,5,1,0,1,5,2,3,5,1,0,0,1,1,NA,NA,3,3,3,3,4,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_bd7UGs1OhfsAe7r,4,(10/16/12 20:32:25),(10/16/12 20:35:36),29,3,3,8,2,2,0,191,NA,getting dinner with my boyfriend,NA,NA,4,3.5,3.5,1.66666666666667,4,2,2,3,4,3,4,1,2,4,3,4,2,0,0,0,0,0,0,0,0,0,0,NA,4,1,5,5,0,1,2,5,4,2,5,0,0,1,1,NA,NA,5,5,3,5,5,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_4SeHDX1uIO8iCEd,4,(10/16/12 21:21:05),(10/16/12 21:23:29),29,4,4,8,3,2,0,144,NA,watching the debate,NA,NA,3.5,3.5,2.5,1.33333333333333,3,2,2,3,4,5,4,1,1,3,3,2,1,0,0,0,0,0,0,0,0,1,0,NA,2,1,4,4,0,1,2,5,4,2,4,0,0,3,1,NA,NA,4,5,3,3,4,0,1,0,0,3,3,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_0B7tqEHuGQKBDQp,4,(10/17/12 12:05:42),(10/17/12 12:09:09),29,1,1,9,1,3,0,207,NA,getting lunch with boyfriend and friend,NA,NA,4,4,4,2.33333333333333,4,1,2,2,4,4,4,3,1,4,3,4,2,0,0,0,0,0,0,0,0,0,0,NA,3,1,5,5,0,1,3,5,4,3,5,0,0,2,1,NA,NA,5,5,3,4,3,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_2bFkpDsearFQm6F,4,(10/17/12 18:18:48),(10/17/12 18:20:31),29,3,3,9,2,3,0,103,NA,studying and eating,NA,NA,2.5,3,2,3,2,1,3,4,3,2,2,3,4,2,1,2,3,0,1,0,0,0,0,0,0,0,0,NA,3,4,4,1,0,1,4,3,3,3,5,0,0,4,1,NA,NA,5,5,3,3,3,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_56cqOuPqvxMVVCl,4,(10/17/12 21:02:27),(10/17/12 21:03:48),29,4,4,9,3,3,0,81,NA,taking calc exam,NA,NA,1,4,3,4.33333333333333,1,1,5,1,1,1,1,3,1,1,3,1,5,0,0,0,0,0,0,0,0,0,0,NA,NA,5,5,1,0,1,5,1,1,5,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,5,4,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_9z7shWjCKobEKTb,4,(10/18/12 22:19:21),(10/18/12 22:22:09),29,4,4,10,1,4,0,168,NA,visiting friends at university of illinois,NA,NA,5,4,4.5,1,5,1,1,2,5,5,5,1,1,5,3,5,1,0,0,0,0,0,0,0,0,1,0,NA,5,1,5,5,0,1,2,5,5,1,5,0,0,3,1,NA,NA,5,5,3,5,5,0,0,0,1,1,2,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1CjodY0DfuN48yV,4,(10/20/12 21:39:23),(10/20/12 21:39:23),29,4,4,12,1,6,1,-1,NA,online shopping,NA,NA,4.5,5,2.5,2,4,1,2,5,3,4,3,1,2,5,5,4,2,0,0,0,0,0,0,0,0,0,0,NA,4,1,5,5,0,1,1,4,3,1,5,0,0,1,1,NA,NA,5,4,3,2,3,0,0,0,0,3,3,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1AoUlEDshPgxR9H,4,(10/21/12 15:01:13),(10/21/12 15:07:08),29,2,2,13,1,7,1,355,NA,waiting for the bus,NA,NA,4.5,4,3.5,1.66666666666667,4,1,1,3,3,5,5,1,1,4,3,4,1,0,0,0,0,0,0,0,0,0,0,NA,3,1,4,4,0,1,3,4,4,1,4,0,0,2,1,NA,NA,5,5,3,3,3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_4ZbuZLyvbVo3s4l,4,(10/21/12 19:04:10),(10/21/12 19:05:20),29,3,3,13,2,7,1,70,NA,eating at BD with friends,NA,NA,5,4,5,1,5,1,1,1,5,5,5,1,1,5,3,5,1,0,0,0,0,0,0,0,0,0,0,NA,2,1,5,5,0,1,3,5,4,5,5,0,0,4,1,NA,NA,5,5,4,1,2,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_0j4ZdSB0Qbe4az3,4,(10/21/12 21:13:01),(10/21/12 21:22:16),29,4,4,13,3,7,1,555,NA,homework,NA,NA,4,5,4,1.66666666666667,3,1,2,2,4,4,4,2,4,4,5,4,1,0,0,0,0,0,0,0,0,0,0,NA,3,4,4,4,0,1,5,4,3,4,2,0,0,1,1,NA,NA,4,4,3,5,5,0,0,0,1,3,3,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_5nJB2ViETdqNMxf,4,(10/22/12 15:02:42),(10/22/12 15:04:52),29,2,2,14,1,1,0,130,NA,watching tv,NA,NA,1.5,NA,2,1.66666666666667,5,NA,5,5,5,4,3,1,3,2,NA,3,3,0,0,0,0,0,0,0,0,1,0,NA,NA,1,5,5,0,0,2,1,2,3,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_7VwLmIfqIBRY1tH,4,(10/22/12 21:20:21),(10/22/12 21:21:59),29,4,4,14,2,1,0,98,NA,homework,NA,NA,4,NA,3.5,2,4,NA,2,3,4,4,4,2,2,4,NA,4,2,0,0,0,0,0,0,0,0,0,0,NA,NA,5,5,2,0,0,4,4,4,2,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3,3,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_b7LE5IRWAV0Kb1H,4,(10/23/12 13:56:47),(10/23/12 13:59:35),29,1,1,15,1,2,0,168,NA,studying,NA,NA,2,NA,3,1.66666666666667,3,NA,3,3,3,3,3,1,1,1,NA,3,1,0,1,0,0,0,0,0,0,0,0,NA,NA,3,4,3,0,0,3,3,1,3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_bOshHauUntQxMAR,5,(10/12/12 13:46:38),(10/12/12 15:43:57),46,6,NA,1,0,5,0,7039,NA,Interviewed and taking surveys about myself ,NA,NA,4.5,4.5,4,1.66666666666667,4,1,1,2,4,4,4,2,1,4,4,4,1,0,1,0,0,0,0,0,0,0,0,NA,5,1,1,4,0,1,4,4,4,1,4,1,0,1,1,Interviewed,N/A,1,4,2,4,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_5thWBDcukg0jfut,5,(10/12/12 18:01:05),(10/12/12 18:03:01),46,3,3,1,1,5,0,116,NA,studying,NA,NA,2.5,4,4.5,3,4,1,4,1,2,4,4,1,2,3,3,4,4,1,1,0,0,0,0,0,0,0,0,NA,1,4,5,4,0,1,4,4,2,4,4,1,0,2,1,Packages,Had to do H.W.,5,5,3,4,3,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_9LfUZT2ynQgERSt,5,(10/12/12 21:15:20),(10/12/12 21:16:11),46,4,4,1,2,5,0,51,NA,dancing ,NA,NA,5,3.5,5,2.66666666666667,1,4,1,1,3,5,5,1,1,5,5,5,4,0,0,1,0,0,0,0,0,0,0,NA,1,2,3,5,0,1,1,5,5,4,5,1,0,4,1,dancing ,NA,5,4,4,5,1,0,0,1,1,4,4,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_9YqAddkYwLwFxUp,5,(10/13/12 12:50:14),(10/13/12 12:52:45),46,1,1,2,1,6,1,151,NA,Chem lab,NA,NA,4,4,3.5,4,3,1,2,2,1,1,2,2,2,4,3,3,5,0,1,0,0,0,0,0,0,0,0,NA,2,5,1,1,0,1,5,4,4,3,3,0,0,4,1,NA,NA,3,2,2,4,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_eepMATWh8lHmgg5,5,(10/13/12 15:00:59),(10/13/12 15:03:50),46,2,2,2,2,6,1,171,NA,Chem lab ,NA,NA,3,4.5,4.5,3,4,1,2,1,2,4,3,1,2,2,4,4,4,0,1,0,0,0,0,0,0,0,0,NA,2,5,2,3,0,1,4,4,4,2,4,0,0,2,1,NA,NA,4,4,4,4,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_e4mtUQPEoniEM17,5,(10/13/12 18:03:08),(10/13/12 18:04:56),46,3,3,2,3,6,1,108,NA,Working,NA,NA,4,3.5,3.5,3.33333333333333,4,2,2,2,2,2,3,2,2,4,3,3,4,0,1,0,0,0,0,0,0,0,0,NA,2,5,3,4,0,1,3,4,4,2,4,0,0,1,1,NA,NA,4,5,3,4,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_bEGV893xRcwR9OJ,5,(10/13/12 21:28:25),(10/13/12 21:28:58),46,4,4,2,4,6,1,33,NA,Rock climbing ,NA,NA,5,5,5,2,5,1,1,1,3,4,5,1,2,5,5,5,2,0,0,0,0,0,0,0,0,0,0,NA,4,2,2,5,0,1,5,5,5,1,5,1,0,1,1,Rock climbed ,NA,4,5,2,5,5,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_bsgPJtR5RMVkHYx,5,(10/14/12 12:18:06),(10/14/12 12:20:23),46,1,1,3,1,7,1,137,NA,Showing ,NA,NA,1,NA,1.5,1.66666666666667,5,NA,5,5,5,3,4,2,1,1,NA,2,2,0,0,0,0,0,0,0,0,0,0,NA,NA,1,5,5,0,0,2,2,2,4,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_6haOHpKvpi1ikzX,5,(10/14/12 15:01:37),(10/14/12 15:03:08),46,2,2,3,2,7,1,91,NA,Chem pltl,NA,NA,4.5,4,4.5,2,4,2,1,1,4,4,4,2,2,4,4,4,2,0,1,0,0,0,0,0,0,0,0,NA,2,4,4,4,0,1,4,4,4,4,4,0,0,3,1,NA,NA,3,3,4,3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_4SdsYRT5RbmjgHP,5,(10/14/12 18:00:53),(10/14/12 18:04:30),46,3,3,3,3,7,1,217,NA,Eating and hw,NA,NA,2.5,4,3,3,4,2,3,3,4,2,2,2,3,2,4,3,5,0,1,0,0,0,0,1,0,0,0,NA,3,5,4,3,0,1,4,2,4,2,3,0,0,2,1,NA,NA,4,4,3,3,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_cSywjzc7YD8CsQd,5,(10/14/12 21:01:13),(10/14/12 21:02:55),46,4,4,3,4,7,1,102,NA,Studied,NA,NA,2.5,3,3.5,3,2,3,2,3,2,3,3,1,2,1,3,4,4,0,1,0,0,0,0,0,1,0,0,NA,3,2,3,3,0,1,4,3,2,4,2,0,0,1,1,NA,NA,4,2,3,4,2,0,0,0,0,3,3,1,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_4SnFMxF5xXnpATr,5,(10/15/12 12:03:44),(10/15/12 12:05:14),46,1,1,4,1,1,0,90,NA,Chem class ,NA,NA,2.5,4,3.5,2.66666666666667,3,2,3,2,3,2,3,2,2,2,4,3,3,0,1,0,0,0,0,0,0,0,1,NA,2,4,4,4,0,1,4,3,4,4,2,0,0,4,1,NA,NA,4,4,3,4,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_9TwFwzYLgQ2BWWp,5,(10/15/12 15:03:03),(10/15/12 15:05:27),46,2,2,4,2,1,0,144,NA,Math class,NA,NA,3.5,4,4,3.33333333333333,4,2,2,2,2,4,3,2,2,3,4,4,4,0,1,0,0,0,0,0,0,0,1,NA,3,2,4,3,0,1,4,3,4,4,3,1,0,1,1,Finished my homework,NA,4,4,3,4,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_5avQf6AB6BvI3Jz,5,(10/15/12 18:01:14),(10/15/12 18:03:40),46,3,3,4,3,1,0,146,NA,Physics lab,NA,NA,3.5,4,4,2.33333333333333,4,2,2,2,3,4,3,1,2,3,4,4,3,0,1,0,0,0,0,0,0,0,0,NA,2,2,3,3,0,1,3,3,3,3,4,0,0,3,1,NA,NA,2,3,2,4,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_cZ8gN29kFx1f84R,5,(10/15/12 21:08:26),(10/15/12 21:21:42),46,4,4,4,4,1,0,796,NA,Studying,NA,NA,3.5,4,3,3.66666666666667,4,2,2,4,2,4,4,2,2,3,4,4,5,0,1,1,1,0,0,0,0,0,0,NA,2,4,4,3,1,1,4,4,4,4,2,0,0,1,1,NA,NA,5,5,3,4,4,1,1,0,1,3,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_8JsE7WNFgUnmZs9,5,(10/16/12 16:37:23),(10/16/12 16:41:24),46,2,2,5,1,2,0,241,NA,Cad test ,NA,NA,2.5,3.5,4,4.33333333333333,3,2,3,1,1,1,2,3,2,2,3,3,5,0,0,0,0,0,0,0,0,0,1,NA,3,5,3,3,0,1,4,2,2,5,3,0,0,4,1,NA,NA,3,2,2,3,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_6fMbIoKXsNUz0WN,5,(10/16/12 18:09:02),(10/16/12 18:12:28),46,3,3,5,2,2,0,206,NA,Dinner with friends,NA,NA,3.5,4,4,2.33333333333333,4,2,2,2,2,3,4,1,2,3,4,4,2,1,0,0,0,0,0,1,0,0,0,NA,2,2,4,5,0,1,4,4,4,2,5,0,0,2,1,NA,NA,5,4,2,4,4,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3fPYXjrDsoB6CZ7,5,(10/16/12 21:05:01),(10/16/12 23:52:36),46,4,4,5,3,2,0,10055,NA,Math test ,NA,NA,3,3.5,4,1.66666666666667,3,3,3,1,3,4,4,1,3,3,4,3,1,0,0,0,0,0,0,0,0,0,1,NA,3,3,3,3,0,1,3,3,1,4,4,0,0,4,1,NA,NA,3,4,3,4,3,0,0,0,0,4,4,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_0DtZh48FWTx4lHT,5,(10/17/12 12:03:46),(10/17/12 12:03:58),46,1,1,6,1,3,0,12,NA,Class,NA,NA,3,4.5,3.5,2.33333333333333,3,1,2,2,3,4,3,2,2,2,4,3,2,0,0,0,0,0,0,0,0,0,1,NA,2,3,3,3,0,1,3,4,4,3,2,0,0,4,1,NA,NA,3,4,3,3,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_dj50zuR4C3N1TsV,5,(10/17/12 15:07:25),(10/17/12 15:10:13),46,2,2,6,2,3,0,168,NA,Cad drawing ,NA,NA,2.5,4,3.5,1.66666666666667,4,2,4,3,4,4,4,1,2,3,4,4,2,1,1,0,0,0,0,0,0,0,0,NA,3,2,4,4,0,1,4,4,4,4,4,0,0,1,1,NA,NA,5,5,2,4,3,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
